Word,Length,SUBTLWF,Concreteness_Rating,Emotional_Valence
lead,4,83.25,4.1,5.56
leader,6,31.16,3.89,6.24
leadership,10,4.88,2.43,6
leaf,4,5.20,5,6.16
league,6,18.63,3.46,5.35
leak,4,10.14,4.28,4
leaky,5,1.10,3.57,3.95
lean,4,10.37,3,6.35
leap,4,6.67,3.86,4.8
learn,5,118.57,2.2,6.85
lease,5,6.27,3.52,4.75
leash,5,4.29,4.89,5.25
leather,7,13.59,4.82,5.84
leave,5,560.71,2.53,4.68
lecture,7,10.47,3.79,4
ledge,5,3.51,4.72,5.24
ledger,6,1.22,4.36,5.33
leech,5,1.75,4.33,2.43
leftovers,9,2.49,4.48,5.29
leg,3,56.51,4.83,6.22
legacy,6,5.02,1.4,7.38
legal,5,35.71,1.79,5.24
legend,6,17.16,2.96,6.86
legendary,9,4.02,2.04,6.86
legion,6,2.47,2.69,5.32
legislation,11,1.02,3.14,3.55
legit,5,2.67,2.29,6.85
legitimate,10,7.53,1.63,5.7
leisure,7,2.53,2.03,7.4
lemon,5,12.02,5,6.37
lemonade,8,5.51,4.83,7.05
lend,4,11.67,3.07,4.95
length,6,7.02,4.07,5.21
lens,4,4.67,4.64,5.42
leopard,7,5.41,5,6.43
leper,5,1.24,3.74,3.3
leprechaun,10,1.55,3.97,6
lesbian,7,9.51,4.21,5.76
lesson,6,32.24,2.79,5.57
let,3,2419.24,2.26,5.95
lethal,6,5.67,3.04,2.48
letter,6,82.61,4.7,5.68
lettuce,7,3.39,4.97,5.84
leukemia,8,1.90,3.57,1.47
level,5,51.63,2.86,5.72
lever,5,3.20,4.77,4.5
leverage,8,2.73,2.6,4.9
lewd,4,1.27,2.24,3.58
liability,9,3.10,1.96,3.45
liable,6,7.24,2.04,4
liaison,7,2.73,2.89,5.05
liar,4,35.14,3.43,2.41
libel,5,1.10,2.21,3.68
liberate,8,1.16,2.29,5.79
liberation,10,2.31,2.21,6.74
liberty,7,16.65,1.85,7.2
libido,6,1.12,2.63,6.86
librarian,9,2.88,4.4,6.38
library,7,22.94,4.8,6.33
lice,4,2.14,4.73,2.24
license,7,32.06,4,5.91
lick,4,10.96,4.52,6.38
lid,3,4.92,4.96,5.14
lie,3,120.25,3.11,2.39
lieutenant,10,104.04,4.41,4.91
life,4,796.65,2.69,6.68
lifeboat,8,1.39,4.48,5.84
lifeguard,9,1.67,4.47,6.35
lifeless,8,1.25,3.03,2.24
lifelong,8,1.51,1.92,6.76
lifetime,8,18.22,2.15,7.3
lift,4,34.14,3.89,5.32
light,5,165.20,4.21,6.55
lighten,7,5.90,2.93,6.21
lighthouse,10,3.08,4.96,6.24
lighting,8,6.33,4.38,6.52
lightning,9,14.14,4.59,5.34
lightweight,11,1.16,2.93,5.9
like,4,3998.96,1.89,7.44
likelihood,10,1.14,1.73,5.74
likely,6,25.76,1.76,6.9
likeness,8,1.92,2.22,6.6
lily,4,26.86,4.69,7.05
limb,4,4.67,4.64,4.42
limbo,5,2.37,2.65,4.53
lime,4,3.29,4.96,6.1
limit,5,13.02,2.28,4.53
limousine,9,2.82,4.63,6.14
limp,4,3.67,4.15,2.81
line,4,206.18,4.5,4.82
linen,5,2.92,4.8,6
liner,5,1.22,4.2,4.79
lineup,6,2.82,3.79,4.45
linger,6,1.45,2.41,4.42
lingerie,8,2.82,4.87,6.89
lingo,5,1.16,2.27,5.33
link,4,11.94,3.43,5.9
lint,4,1.33,4.96,4.3
lion,4,15.35,4.96,5.84
lip,3,10.75,4.96,6.38
lipstick,8,8.80,4.9,6.35
liquid,6,7.75,4.72,5.35
liquor,6,17.29,4.73,4.85
list,4,80.59,4.43,5.89
listen,6,544.78,3.47,6.91
listener,8,1.41,3.46,6.1
listing,7,1.88,3.15,5.67
liter,5,1.75,4.24,4.37
literal,7,1.35,1.53,5.84
literary,8,2.55,2.32,5.95
literature,10,6.39,4.1,6.43
lithium,7,1.18,4.13,4.75
litigation,10,1.45,2.96,3.8
litter,6,3.92,4.47,2.58
little,6,1446.39,3.67,5.91
live,4,344.59,3.57,7.95
livelihood,10,1.49,2.38,6.21
lively,6,4.06,2.36,7.12
liver,5,14.29,4.68,4.19
livery,6,1.27,3.87,4.59
livestock,9,2.00,4.7,5.95
lizard,6,4.84,4.68,5.43
llama,5,1.41,4.78,5.43
load,4,29.22,3.63,4.43
loaf,4,4.47,4.79,5.75
loan,4,19.86,3.72,4.19
loathe,6,2.08,2.04,2.68
loathsome,9,1.04,2.19,2.89
lobby,5,12.69,4.7,4.76
lobe,4,1.86,4.44,4.52
lobotomy,8,1.08,3.15,2.45
lobster,7,7.33,4.86,6.43
local,5,41.73,3.04,6.77
locate,6,10.27,2.97,5.58
location,8,24.76,3,5.77
lock,4,56.57,4.65,4.56
locker,6,15.98,4.67,4.79
locket,6,1.71,4.82,5.71
locksmith,9,1.02,4.54,5.48
lockup,6,1.35,3.12,3.19
loco,4,1.98,1.88,4.53
lodge,5,6.69,4,6.43
loft,4,3.65,4.32,5.96
log,3,11.96,4.96,4.94
logic,5,6.71,1.72,6.58
logical,7,7.39,2.11,6.38
lollipop,8,1.78,4.96,7.29
lone,4,5.25,1.59,3.75
loneliness,10,5.00,2.37,2.35
lonely,6,41.67,2.19,2.67
loner,5,3.10,3.36,3.5
lonesome,8,7.00,1.83,3.35
look,4,1947.27,2.96,5.95
looker,6,1.04,3.36,6.05
lookout,7,4.45,4.04,4.43
loon,4,1.41,4.26,4.74
loony,5,2.41,2.15,4.48
loop,4,6.76,4.26,5.26
loophole,8,1.02,2.63,4.84
loose,5,41.78,3.18,4.52
loosen,6,5.53,3.24,5
loot,4,3.55,4.5,4.43
lord,4,138.16,3.04,5.59
lordship,8,3.24,3,5.2
lose,4,164.35,2.25,3.59
loser,5,27.08,2.35,2.85
loss,4,29.12,2.19,2.9
lost,4,274.00,2.67,2.53
lotion,6,3.25,4.79,5.52
lottery,7,6.75,4.19,6.33
lotto,5,1.67,3.64,6.05
lotus,5,2.04,4.35,6.24
loudmouth,9,1.04,3.16,3.24
lounge,6,7.86,3.96,5.95
lousy,5,23.73,1.93,3.14
lovable,7,1.78,1.97,8.26
love,4,1114.98,2.07,8
lovely,6,95.16,2.29,7.55
lovemaking,10,1.10,4,7.95
lover,5,26.63,3.68,8.05
low,3,59.14,3.34,4.39
lowdown,7,1.08,2.38,3.74
lowly,5,1.71,1.71,4
loyal,5,12.00,1.69,7.31
loyalty,7,11.67,1.57,7.18
lucid,5,1.27,2.3,5.35
luck,4,153.73,1.33,6.73
lucky,5,143.45,1.76,7.32
lucrative,9,1.29,1.69,6.81
ludicrous,9,1.65,1.68,3.95
lug,3,2.59,3.78,4.58
luggage,7,11.12,4.83,5.19
lull,4,1.18,2.32,4.05
lullaby,7,1.73,3.83,7.57
lumbar,6,1.02,3.96,4.47
lumber,6,2.47,4.56,5.65
lump,4,3.55,4.56,3.07
lumpy,5,1.75,3.59,3.75
lunacy,6,1.00,1.76,4.58
lunar,5,2.06,3.56,6.15
lunatic,7,8.49,3.27,3.47
lunch,5,104.12,4.31,6.64
luncheon,8,3.27,3.92,7.19
lunchtime,9,2.45,3.79,7.26
lung,4,8.24,4.82,4.84
lure,4,4.25,3.59,4.65
luscious,8,1.27,1.93,6.91
lush,4,1.18,2.8,6.48
lust,4,5.57,2.15,6.26
luxurious,9,1.12,2.93,7.58
luxury,6,6.02,2.59,7.25
lyric,5,1.10,3.61,6.53
lyrics,6,5.08,3.86,6.42
macaroni,8,3.25,4.97,7.75
mace,4,3.49,4.81,4.14
machete,7,1.04,4.82,4.13
machine,7,70.25,4.25,5
machinery,9,3.67,4.75,4.65
mackerel,8,2.12,4.89,4.78
mad,3,113.41,2.76,2.47
Madam,5,44.00,3.77,5.17
mademoiselle,12,8.18,3.67,6.35
madhouse,8,1.31,3.1,3.11
madman,6,5.27,3.63,3.45
madness,7,8.45,1.97,2.86
maestro,7,2.98,4.16,6.14
Mafia,5,4.67,3.66,3.11
magazine,8,33.20,5,6.24
maggot,6,1.59,4.97,2
magic,5,52.69,2.9,7.17
magical,7,9.10,2.3,8.23
magician,8,7.65,4.21,5.68
magistrate,10,1.37,3.82,4.71
magnet,6,2.75,4.7,5.65
magnetic,8,4.22,3.4,6.17
magnificent,11,13.22,1.86,6.95
magnitude,9,1.43,2.43,5.1
mahjong,7,1.75,3.92,5.55
maid,4,22.82,4.64,5.38
maiden,6,5.53,4.24,5.65
mail,4,36.84,4.69,6.28
mailbox,7,4.16,5,6.05
mailing,7,1.31,3.63,5.33
mailman,7,2.88,4.57,5.32
main,4,42.73,2.41,5.27
mainland,8,3.02,4.31,5.3
mainstream,10,1.24,1.81,4.55
maintain,8,12.96,2.32,6.29
maintenance,11,6.84,3.07,5.95
majestic,8,1.37,2.04,7.14
majesty,7,36.53,1.94,6.86
major,5,104.76,2.16,5.52
majority,8,5.12,2.54,4.95
make,4,1387.75,2.67,6.09
maker,5,4.92,3.9,5.74
makeup,6,15.49,4.45,5.21
malaria,7,1.67,3.93,2.34
male,4,33.94,4.45,6.91
malfunction,11,2.88,2.74,2.68
malice,6,1.18,1.72,2.81
malicious,9,1.57,2.33,2.32
malignant,9,1.24,2.52,3.1
mall,4,18.90,4.83,4.45
malpractice,11,1.55,1.79,2.74
malt,4,1.65,4.57,6.14
mama,4,103.71,4.3,7.64
mammal,6,1.22,4.59,5.95
man,3,1845.75,4.79,5.42
manage,6,21.47,2,4.71
management,10,11.65,2.72,4.95
manager,7,39.96,4.14,4.82
mandarin,8,1.31,3.67,6.15
mandate,7,1.49,3.08,3.76
mandatory,9,2.47,2.24,3.9
maneuver,8,2.80,3.03,4.63
manger,6,1.00,4.56,5.5
mango,5,1.65,5,6.57
mangy,5,1.59,3.24,4.3
manhood,7,2.86,2.59,6.5
mania,5,1.02,2.42,3.62
maniac,6,9.39,3.1,3.5
manic,5,1.37,2.42,4.19
manicure,8,1.98,4.39,6.15
manifest,8,3.69,2.43,4.81
manifestation,13,1.04,2.39,4.38
manipulate,10,3.47,2.55,3.21
manipulation,12,1.35,2.25,2.84
manipulative,12,1.63,2.21,2.9
mankind,7,8.76,2.97,6.59
manly,5,4.04,2.03,6.09
manned,6,1.29,3.52,5.14
mannequin,9,1.22,4.53,5.35
manner,6,11.53,1.62,5.86
manor,5,3.41,4.7,5.9
manpower,8,2.06,3.37,6
mansion,7,6.45,4.89,6.62
manslaughter,12,2.75,3.37,2.05
mantle,6,2.16,4.57,5.35
manual,6,8.00,4.45,4.95
manufacture,11,2.43,3.07,5
manufacturer,12,1.78,3.69,4
manufacturing,13,1.69,3.52,5
manure,6,2.08,4.64,3.19
manuscript,10,2.69,4.57,6.05
map,3,31.82,4.93,5.81
maple,5,3.24,4.46,6.09
marathon,8,4.47,3.96,5.48
marble,6,5.22,4.85,5.8
mare,4,2.90,4.75,5.62
margin,6,1.96,3.46,4.75
marijuana,9,5.31,4.89,3.63
marine,6,14.08,4.25,5.95
marital,7,2.06,2.04,5.24
marker,6,5.24,4.62,5.8
market,6,36.24,4.7,6.21
marketing,9,4.76,2.33,4.83
marketplace,11,1.63,4.28,6.25
marksman,8,1.45,4.12,5.05
marmalade,9,1.02,4.83,5.95
maroon,6,1.20,3.84,5.41
marriage,8,77.06,2.51,7.56
marrow,6,2.96,4.48,4.29
marry,5,104.35,3.03,7.09
marshal,7,17.65,4.41,4.62
marshmallow,11,1.51,4.85,6.84
martial,7,5.80,2.43,5.4
martini,7,7.94,4.83,6.14
martyr,6,2.59,3.07,4.24
marvel,6,1.94,2.12,5.84
marvelous,9,13.16,2.04,7.21
mascara,7,1.25,4.93,4.79
mascot,6,1.65,4.2,5.5
masculine,9,2.45,2.21,5.79
mash,4,4.39,3.78,4.81
mashed,6,3.69,4,4.61
mask,4,19.80,4.96,4.81
masked,6,2.35,3.81,5.14
masquerade,10,1.61,3.35,5.53
mass,4,17.25,3.44,5.15
massacre,8,3.96,4,1.77
massage,7,11.08,4.18,7.16
masses,6,2.71,3.14,4.41
masseuse,8,1.41,4.56,6.61
massive,7,9.96,3.21,5.18
mast,4,1.63,4.92,4.85
master,6,87.25,2.63,5.72
mastermind,10,1.35,3,5.15
masterpiece,11,3.53,3.11,7.14
masturbate,10,1.22,4.18,5.65
masturbation,12,1.71,4.03,5.89
mat,3,3.49,4.83,5
match,5,49.43,4.14,5.61
matching,8,4.51,2.82,6.3
mate,4,29.24,4.34,7.18
material,8,22.14,4.26,5.71
maternal,8,1.47,2.42,6.7
maternity,9,2.45,2.76,5.76
math,4,16.39,3.15,4.45
mathematical,12,1.59,2.9,5.29
mathematics,11,3.06,2.52,4.89
matinee,7,1.14,3.78,6
mating,6,3.80,3.53,5.76
matrimony,9,2.67,2.11,7
matrix,6,3.80,3.11,5.9
matter,6,370.59,3.54,5.82
mattress,8,6.61,5,5.74
mature,6,8.22,1.86,5.95
maturity,8,2.00,1.81,6.53
maverick,8,2.63,2.96,6.63
maxim,5,1.27,2.46,5.74
maximum,7,7.76,2.54,4.7
may,3,511.37,3,5.55
mayday,6,5.88,2.74,4.42
Mayflower,9,1.49,4.36,5.29
mayhem,6,2.14,2.24,3.59
mayonnaise,10,2.25,4.9,5.65
mayor,5,31.27,4.37,4.59
maze,4,2.55,4.45,5.84
meadow,6,2.27,4.86,7.3
meal,4,28.86,4.62,7.05
mean,4,1243.98,2.5,2.43
meaning,7,37.33,1.85,6.45
meaningful,10,3.45,1.62,6.79
meaningless,11,4.86,1.86,2.95
meantime,8,15.08,1.87,4.44
measles,7,2.10,4.69,2.57
measure,7,10.53,3.59,5.14
meat,4,43.65,4.9,6.62
meatball,8,2.59,4.93,6.68
mechanic,8,5.06,4.38,5.45
mechanical,10,4.90,3.17,5.67
mechanics,9,2.41,3.59,6
mechanism,9,3.73,3.67,4.9
medal,5,11.57,4.89,5.2
medallion,9,1.33,4.68,5.85
meddle,6,1.24,2.43,3.86
medic,5,5.71,4.43,5.2
medical,7,54.39,3.07,5.22
medication,10,12.78,4.53,3.65
medicine,8,34.20,4.79,5.9
medieval,8,2.96,2.46,5.6
mediocre,8,1.39,1.62,4.43
meditate,8,1.02,3.25,6.47
meditation,10,1.65,2.85,7.21
medium,6,7.10,3,4.85
meek,4,1.73,2.22,4.92
meet,4,352.27,3,6.09
meeting,7,132.39,3.31,4.55
melancholy,10,2.18,2,3.74
mellow,6,3.00,1.96,6.68
melodramatic,12,1.22,2.08,4.21
melody,6,6.61,3.71,6.65
melon,5,4.27,4.78,6.32
melt,4,7.31,3.96,5.95
member,6,28.78,3.07,5.95
membership,10,3.24,3.04,5.61
membrane,8,1.12,3.97,4.95
memento,7,1.27,3.35,6.8
memo,4,6.61,4.25,4.7
memorable,9,2.25,1.79,6.54
memorial,8,7.06,3.68,5.72
memorize,8,2.90,3.3,5.7
memory,6,48.57,2.38,6.58
menace,6,3.73,2.3,3.13
mend,4,2.61,3.5,6.53
menopause,9,1.24,3.19,1.89
mental,6,19.65,2.04,4.58
mentality,9,2.12,2,4.76
mention,7,59.47,2.69,5.39
mentor,6,3.49,3.7,7.05
menu,4,9.96,4.67,6.3
meow,4,2.94,3.92,6.14
mercenary,9,1.92,4.3,3.89
merchandise,11,4.80,4.52,5.21
merchant,8,2.86,4.31,5.21
merciful,8,3.49,1.63,7
merciless,9,1.20,1.96,3.05
Mercury,7,3.82,4.52,5.67
mercy,5,25.31,1.57,6.4
mere,4,7.86,1.43,4.68
merge,5,1.39,3.24,4.95
merger,6,3.96,2.34,4.09
merit,5,3.39,1.66,6.94
mermaid,7,3.16,4.5,7.05
merry,5,39.10,2.41,7.2
mess,4,78.14,3.9,3.5
message,7,91.51,3.97,6.18
messenger,9,8.06,3.89,5.65
Messiah,7,2.67,3.26,6.67
messy,5,6.86,3.59,3
metabolism,10,1.08,2.27,5.4
metal,5,19.45,4.87,5.05
metallic,8,1.31,4.03,5.26
metaphor,8,3.88,1.94,6.11
meteor,6,3.53,4.96,5.1
meter,5,6.22,4.7,5.53
methane,7,1.14,4.32,3.48
method,6,7.88,2.41,5.2
meticulous,10,1.02,1.9,5.14
metropolis,10,1.02,3.89,4.95
metropolitan,12,1.49,2.89,5.84
microfilm,9,1.31,4.37,5.53
microphone,10,4.55,4.88,5.11
microscope,10,2.53,5,6.33
microscopic,11,1.14,3.46,5.24
microwave,9,3.90,4.34,5.25
middle,6,89.20,3.69,5.22
midget,6,4.61,4.4,4.58
midnight,8,28.37,3.14,6.18
midst,5,3.43,2.33,5.25
mighty,6,26.57,2.61,6.45
migraine,8,1.86,3.2,2.68
mild,4,4.80,2.48,5.9
mile,4,21.00,3.63,4.78
mileage,7,1.98,3.47,5.9
military,8,41.24,4,4.9
militia,7,2.25,4,4.21
milk,4,42.53,4.92,6.74
milky,5,1.86,3.52,5
mill,4,9.53,4.72,5.39
millennium,10,4.29,2.63,4.85
millimeter,10,1.37,4.38,4.86
million,7,120.49,2.9,7.55
millionaire,11,5.71,3.6,7.32
mime,4,1.14,4.5,4.58
mind,4,484.61,2.5,6.7
mindless,8,1.71,1.63,3
minefield,9,1.02,4.43,3.65
miner,5,1.45,4.3,4.81
mineral,7,2.59,4.41,6.05
mingle,6,2.69,3.17,5.21
mini,4,3.61,2.89,5.86
miniature,9,2.51,3.46,6.11
minimal,7,2.16,2,4.62
minimize,8,1.06,2.37,5.16
minimum,7,8.14,2.25,4.8
mining,6,3.16,4.03,4.5
minister,8,18.45,4.22,5
ministry,8,3.84,3.21,5.08
mink,4,3.71,4.58,5.86
minor,5,12.82,2.61,4.81
minority,8,2.22,2.65,4.75
mint,4,5.43,4.54,6.55
minute,6,377.49,3.04,5.5
miracle,7,26.65,1.96,7.3
miraculous,10,2.10,1.93,6.37
mirage,6,1.55,3.32,4.47
mirror,6,24.18,4.97,5.9
miscarriage,11,1.14,3.11,2.48
mischief,8,2.10,1.9,4.78
misdemeanor,11,1.43,2.48,2.76
miserable,9,21.49,1.97,2.6
misery,6,10.31,2.04,2.2
misfortune,10,2.67,2.07,2.4
misguided,9,1.67,2.08,3.58
mishap,6,1.04,2.5,3.5
miss,4,467.65,2.54,4.1
missile,7,13.14,4.83,2.85
mission,7,47.06,2.9,6.39
missionary,10,2.14,3.71,5.33
mist,4,3.55,4.51,6.47
mistake,7,101.96,1.97,2.89
mister,6,45.61,3.15,5.56
mistletoe,9,1.92,4.85,7.1
mistress,8,11.88,4.22,3.86
mistrial,8,1.16,2.12,4.15
misty,5,1.57,3.37,5.14
misunderstand,13,3.29,1.85,4.05
mite,4,1.18,4.3,3.9
mitt,4,1.37,4.76,5.48
mix,3,16.35,3.82,5.71
mixer,5,1.08,4.33,4.9
mixture,7,2.47,3.79,5.9
moan,4,1.88,3.72,4.05
moat,4,1.18,4.69,5.19
mob,3,12.94,3.88,3.7
mobile,6,7.47,2.93,5.81
mobilize,8,1.02,2.62,5.95
mocha,5,1.29,4.74,6.53
mock,4,5.37,2.43,3.81
mockery,7,1.84,2.33,2.95
mockingbird,11,1.18,4.75,6.37
mode,4,5.16,2.46,5.25
model,5,32.06,4.53,6.38
modeling,8,3.63,3.48,5.67
moderate,8,1.24,1.97,5.52
modern,6,18.24,2.31,6.05
modest,6,5.88,2.21,6.42
modesty,7,1.76,2.23,6.19
module,6,2.67,3.93,4.9
moist,5,1.80,4,5.53
moisture,8,1.22,4.07,5.5
molasses,8,1.02,4.84,5.9
mold,4,4.29,4.85,2.71
mole,4,8.06,4.41,4.23
molecular,9,2.63,3.09,5.5
molten,6,1.16,3.2,4.75
mom,3,430.39,4.4,7.64
moment,6,187.04,1.61,6.1
momentary,9,1.10,1.93,4.95
momentum,8,1.71,2.5,6.1
momma,5,8.08,4.29,7.45
mommy,5,70.92,4.07,7.39
monastery,9,3.71,4.75,4.75
monetary,8,1.02,2.96,6.32
money,5,640.76,4.54,7.1
monitor,7,13.12,3.65,5.05
monk,4,7.37,4.35,4.9
monkey,6,33.51,4.9,5.82
monologue,9,1.14,3.3,5.43
monopoly,8,2.76,2.69,5.29
monoxide,8,1.14,2.9,3
Monsieur,8,31.08,3.54,5.5
monster,7,38.86,3.72,2.55
monstrous,9,2.39,2.48,3.43
montage,7,1.12,2.93,5.48
month,5,95.18,4.2,5.78
monthly,7,2.98,3.57,5.32
monument,8,2.29,4.58,6.24
monumental,10,1.06,2.28,5.74
moo,3,2.08,3.4,5.48
mood,4,34.04,1.75,5.29
moody,5,2.25,2.36,3.71
moon,4,49.96,4.9,7
moonlight,9,6.94,4.43,7.05
moose,5,5.53,4.97,6.71
moot,4,1.18,1.71,4.62
mop,3,4.14,4.97,4.53
moral,5,13.51,1.69,6.85
morale,6,4.12,1.85,5.95
morality,8,3.71,1.47,6.48
morbid,6,2.59,2.14,2.73
morgue,6,8.63,4.62,1.79
morning,7,439.00,3.44,6.41
moron,5,14.78,2.8,4.3
morphine,8,6.49,4.5,4.58
mortal,6,9.57,1.96,4.39
mortality,9,1.51,1.46,5.15
mortar,6,2.29,4.48,4.14
mortgage,8,5.90,3.14,3.45
mortuary,8,1.84,4.52,2.21
mosque,6,1.18,4.54,4.11
mosquito,8,1.82,4.88,3.12
motel,5,18.18,4.93,5.3
moth,4,2.27,4.69,4.47
mother,6,479.92,4.6,7.53
motherhood,10,1.14,3,6.8
motion,6,18.96,3.8,5.8
motivate,8,1.06,2.07,6.05
motivation,10,2.96,2.1,6.24
motive,6,13.24,1.5,5.32
motor,5,13.16,4.84,5.64
motorcade,9,1.27,3.92,4.64
motorcycle,10,8.92,4.97,5.8
motto,5,5.10,2.48,5.95
mound,5,1.51,4.63,5.43
mount,5,11.71,4,5.38
mountain,8,35.39,4.96,6.65
mourn,5,2.53,2.33,2.4
mourning,8,3.43,2.17,1.71
mouse,5,19.12,4.83,4.8
mousse,6,1.16,4.83,6
moustache,9,3.78,4.96,5.35
mouth,5,104.41,4.74,5.59
mouthful,8,1.69,3.96,4.88
move,4,418.14,3.25,4.95
movement,8,14.84,3.63,6.58
movie,5,122.96,4.59,7.24
mow,3,2.29,4.32,4.94
mower,5,1.47,4.86,4.76
muck,4,1.90,3.77,3.14
mud,3,14.82,4.86,5.06
muddy,5,3.00,4.32,4.14
muffin,6,5.82,4.78,7.1
muffled,7,3.08,3.04,4.74
muffler,7,1.00,4.68,3.63
mug,3,6.84,4.8,4.16
mule,4,7.02,5,4.26
multiple,8,10.59,3.26,5
multiply,8,1.94,2.79,5.43
mum,3,21.73,4.11,5.43
mummy,5,9.80,4.72,4.81
mumps,5,1.18,4.1,2.61
municipal,9,1.76,2.26,4.89
mural,5,1.02,4.66,6.67
murder,6,112.10,3.61,1.48
murderer,8,26.57,3.83,1.92
murderous,9,1.82,2.41,2.05
muscle,6,13.61,4.5,6.15
muscular,8,1.55,3.82,6.32
muse,4,1.92,2.45,6.3
museum,6,18.47,4.6,6.67
mush,4,2.80,3.67,4.05
mushroom,8,2.14,4.83,5.61
mushy,5,1.51,3.57,4.6
music,5,151.65,4.31,7.67
musical,7,13.16,3.72,7.68
musician,8,6.04,4.42,6.79
must,4,699.24,2.13,5.45
mustang,7,3.43,4.89,6.32
mustard,7,6.45,4.93,4.74
muster,6,1.49,2.03,4.67
mutant,6,3.59,4.2,5.06
mutation,8,1.73,3.52,4.14
mute,4,2.49,3.24,3.95
mutilated,9,1.27,2.59,2.73
mutiny,6,2.47,2.24,4.2
mutt,4,3.96,3.89,4.84
mutual,6,7.22,2.21,6.48
muzzle,6,1.59,4.59,3.95
mysterious,10,15.00,1.96,6.05
mystery,7,22.96,2.33,5.29
mystic,6,1.45,2.59,6.12
mystical,8,2.82,2.07,6.57
mystique,8,3.51,1.67,6.52
myth,4,6.90,2.17,6.11
mythology,9,1.98,2.15,6.1
nag,3,2.18,3.03,2.3
nail,4,18.65,4.93,4.6
naive,5,6.45,1.85,4.22
naked,5,39.25,4.5,6.21
name,4,641.86,3.5,5.62
nameless,8,1.41,1.83,2.79
nanny,5,10.41,4.21,5.86
nap,3,12.65,4.03,6.53
napkin,6,3.61,4.93,5.63
narrative,9,1.04,3.18,6.32
narrator,8,10.37,3.89,6.48
narrow,6,7.02,3.04,4.95
nasal,5,2.08,3.83,4.26
nasty,5,22.57,2.37,2.95
nation,6,20.49,3.62,6
national,8,38.16,2.24,5.62
nationwide,10,1.33,2.63,5.2
native,6,8.25,3.03,5.85
natural,7,42.35,1.85,6.42
nature,6,45.16,2.92,6.88
naughty,7,10.25,2.04,6.04
nausea,6,2.16,3.36,1.68
nauseous,8,3.10,2.41,1.95
naval,5,5.73,4.14,5.19
navel,5,1.24,4.71,4.89
navigate,8,1.92,2.68,5.05
navigation,10,1.71,2.35,5.84
navigator,9,2.69,3.9,5.47
navy,4,25.69,3.93,5.38
neat,4,12.45,2.47,6.95
nebula,6,1.47,4.03,7
necessary,9,45.98,1.8,5.39
necessity,9,2.88,2.08,5.32
neck,4,59.51,5,5.44
necklace,8,9.75,4.96,6.85
necktie,7,1.20,4.96,4.84
need,4,1294.90,1.69,5.45
needle,6,11.92,4.93,3.97
needless,8,2.27,1.96,4.25
needy,5,3.04,2.28,2.9
negative,8,25.65,1.79,2.52
neglect,7,1.69,2.26,2.16
negligence,10,1.78,2.04,2.7
negligent,9,1.00,1.92,2.05
negotiate,9,6.71,2,5.57
negotiation,11,2.29,2.37,6.05
negotiator,10,1.31,3.85,5.1
negro,5,5.37,4.3,3.83
neighbor,8,16.94,4.64,5.6
neighborhood,12,36.69,4.75,6.09
neon,4,2.86,4.07,6.48
nephew,6,16.59,4.48,6.75
nerve,5,22.96,3.89,4.45
nervous,7,67.16,1.85,3.56
nest,4,11.10,4.86,5.65
net,3,15.55,4.53,5
network,7,16.53,3.2,5.05
neurological,12,1.12,2.17,3.89
neurologist,11,1.00,4.1,5.05
neurotic,8,2.67,1.86,3.84
neutral,7,4.22,1.8,5.5
neutralize,10,1.22,2.28,5.19
neutron,7,1.24,2.69,6.62
new,3,723.78,2.81,7.68
newborn,7,2.51,4.39,7.48
newcomer,8,1.08,3.13,5.8
newfound,8,1.18,2.14,5.89
news,4,164.69,3.41,4.96
newspaper,9,23.69,4.82,5.11
newspaperman,12,1.43,4.5,5.63
newsstand,9,1.04,4.71,5.79
newt,4,1.33,4.17,4.65
nibble,6,1.51,3.72,6.3
nice,4,649.51,2.18,6.95
nickel,6,8.45,4.79,5.62
nickname,8,6.78,2.97,6.14
nicotine,8,1.71,4.1,3.05
niece,5,9.53,4.28,6.52
nifty,5,1.39,1.73,6.3
night,5,866.04,4.52,6.68
nightcap,8,1.76,4.41,5.22
nightclub,9,4.65,4.96,5.32
nightfall,9,2.31,3.79,6.63
nightgown,9,1.96,4.9,5.85
nightly,7,1.37,2.19,5.38
nightmare,9,22.39,2.96,1.79
nighttime,9,2.06,3.86,6.18
nine,4,67.47,4.04,5.1
nineteen,8,3.31,3.26,5.63
ninety,6,2.78,3.39,4.65
nip,3,3.24,3.43,5.25
nipple,6,2.82,4.83,5.73
nitrate,7,1.08,2.96,5
nitrogen,8,1.20,3.41,4.6
nitwit,6,1.22,3.26,3.75
nix,3,1.63,1.82,4
nobility,8,1.65,2.81,5.83
noble,5,14.59,1.89,7.16
nocturnal,9,1.22,2.67,5.29
nod,3,3.98,4.62,5.05
noise,5,34.88,3.52,3.36
noisy,5,5.04,3.56,3.21
nomination,10,2.39,2.85,5.63
nonsense,8,28.47,2.38,4
noodle,6,2.90,4.71,6.48
nook,4,1.06,4.37,6.33
noon,4,18.12,2.67,5.38
noose,5,2.18,4.52,2.43
norm,4,3.33,2.11,5.56
normal,6,70.37,1.4,6.17
north,5,63.88,4.14,5.72
northeast,9,3.22,3.83,5.5
northern,8,7.10,3.13,5.65
northwest,9,4.00,3.59,5.81
northwestern,12,1.61,2.93,5.39
nose,4,69.75,4.89,5.5
nostalgic,9,1.00,1.88,6.68
